,category,Day,n_tokens_title,n_tokens_content,num_hrefs,num_imgs,avg_positive_polarity,avg_negative_polarity,global_subjectivity
15022,World,Wednesday,11.0,231.0,4.0,1.0,0.228841991342,-0.135416666667,0.347494172494
15023,socmed,Wednesday,9.0,285.0,3.0,1.0,0.293226381462,-0.4,0.363757575758
15024,business,Wednesday,14.0,292.0,4.0,1.0,0.426334776335,-0.225,0.440467171717
15025,lifestyle,Wednesday,6.0,297.0,19.0,0.0,0.334011544012,0.0,0.560972360972
15026,World,Wednesday,10.0,417.0,18.0,1.0,0.258333333333,-0.153125,0.247743589744
15027,World,Wednesday,9.0,295.0,8.0,1.0,0.327083333333,-0.349537037037,0.387962962963
15028,tech,Wednesday,9.0,146.0,5.0,1.0,0.310876623377,-0.3,0.396996753247
15029,lifestyle,Wednesday,14.0,252.0,23.0,18.0,0.37380952381,-0.309375,0.461538461538
15030,business,Wednesday,8.0,189.0,5.0,1.0,0.347619047619,-0.133333333333,0.566666666667
15031,business,Wednesday,11.0,337.0,5.0,1.0,0.270707070707,-0.202777777778,0.439424548515
15032,business,Wednesday,6.0,274.0,4.0,1.0,0.358901515152,-0.133333333333,0.555903866249
15033,business,Wednesday,11.0,189.0,5.0,1.0,0.247245179063,-0.4625,0.391494490358
15034,World,Wednesday,10.0,602.0,6.0,1.0,0.382064393939,-0.341025641026,0.55681372549
15035,tech,Wednesday,9.0,560.0,9.0,1.0,0.407555465368,-0.496875,0.599229437229
15036,World,Wednesday,8.0,739.0,3.0,1.0,0.282739177489,-0.113311688312,0.515793402
15037,tech,Wednesday,13.0,563.0,17.0,17.0,0.292954545455,-0.175833333333,0.439195936639
15038,lifestyle,Wednesday,11.0,214.0,7.0,12.0,0.65,-0.4,0.55
15039,lifestyle,Wednesday,9.0,178.0,6.0,0.0,0.541666666667,-0.391666666667,0.532142857143
15040,World,Wednesday,9.0,430.0,17.0,1.0,0.277883244207,-0.320555555556,0.367324597325
15041,World,Wednesday,10.0,706.0,12.0,1.0,0.295395256917,-0.350961538462,0.481721681097
15042,business,Wednesday,7.0,180.0,3.0,1.0,0.379966329966,-0.233333333333,0.427888257576
15043,business,Wednesday,11.0,934.0,8.0,1.0,0.420909090909,-0.323792270531,0.570032745033
15044,business,Wednesday,10.0,335.0,5.0,1.0,0.26048951049,-0.25,0.449326599327
15045,Entertainment,Wednesday,9.0,545.0,17.0,0.0,0.432163009404,-0.417447089947,0.510476992144
15046,tech,Wednesday,8.0,1293.0,31.0,1.0,0.348436585937,-0.179824561404,0.481868497
15047,lifestyle,Wednesday,9.0,164.0,28.0,25.0,0.35,-0.34375,0.525
15048,Entertainment,Wednesday,12.0,227.0,8.0,1.0,0.289462809917,-0.253333333333,0.464583333333
15049,tech,Wednesday,7.0,1499.0,21.0,1.0,0.383129615483,-0.296581196581,0.485208501977
15050,socmed,Wednesday,11.0,174.0,7.0,1.0,0.233333333333,-0.25,0.502083333333
15051,lifestyle,Wednesday,7.0,134.0,3.0,0.0,0.507142857143,-0.4,0.520512820513
15052,Entertainment,Wednesday,11.0,1098.0,3.0,71.0,0.290884652981,-0.373979107312,0.492782594118
15053,tech,Wednesday,12.0,1576.0,13.0,1.0,0.315220755947,-0.184424603175,0.418014941277
15054,socmed,Wednesday,8.0,1357.0,16.0,1.0,0.347025583706,-0.265601503759,0.471131521132
15055,business,Wednesday,8.0,180.0,3.0,1.0,0.472727272727,-0.5,0.616666666667
15056,socmed,Wednesday,7.0,198.0,5.0,1.0,0.348106060606,0.0,0.398268398268
15057,business,Thursday,10.0,401.0,5.0,1.0,0.296464646465,-0.15,0.406996434938
15058,business,Thursday,9.0,136.0,6.0,1.0,0.35,0.0,0.213333333333
15059,World,Thursday,12.0,314.0,2.0,0.0,0.336661255411,-0.411805555556,0.447063492063
15060,World,Thursday,13.0,377.0,8.0,1.0,0.330892255892,-0.22518037518,0.339174816953
15061,Entertainment,Thursday,13.0,367.0,15.0,13.0,0.339944903581,-0.463888888889,0.381180223285
15062,tech,Thursday,11.0,573.0,8.0,1.0,0.379667644184,-0.310185185185,0.613233766234
15063,tech,Thursday,11.0,97.0,3.0,1.0,0.277777777778,0.0,0.353333333333
15064,World,Thursday,12.0,283.0,5.0,0.0,0.23,-0.156944444444,0.423637820513
15065,World,Thursday,11.0,353.0,17.0,1.0,0.345333333333,-0.363888888889,0.380495347564
15066,business,Thursday,9.0,579.0,17.0,1.0,0.322054730983,-0.220833333333,0.42307969808
15067,business,Thursday,11.0,180.0,5.0,1.0,0.466666666667,-0.233333333333,0.429166666667
15068,business,Thursday,7.0,379.0,11.0,1.0,0.267386598908,-0.2625,0.44234006734
15069,lifestyle,Thursday,11.0,926.0,26.0,20.0,0.446550324675,-0.214930555556,0.460742518351
15070,lifestyle,Thursday,10.0,118.0,17.0,13.0,0.377777777778,-0.15,0.427777777778
15071,Entertainment,Thursday,9.0,205.0,5.0,1.0,0.320378787879,-0.366666666667,0.447229437229
15072,lifestyle,Thursday,13.0,116.0,4.0,0.0,0.43400974026,-0.1375,0.513324175824
15073,business,Thursday,11.0,222.0,12.0,1.0,0.287272727273,-0.127777777778,0.44111952862
15074,lifestyle,Thursday,8.0,1506.0,32.0,1.0,0.357538694183,-0.204745817246,0.461221505288
15075,tech,Thursday,8.0,1059.0,51.0,22.0,0.394781607282,-0.395447845805,0.558964853792
15076,lifestyle,Thursday,8.0,682.0,31.0,24.0,0.399081726354,-0.474242424242,0.499736495389
15077,business,Thursday,11.0,1358.0,19.0,1.0,0.346989033189,-0.295046296296,0.465343285067
15078,World,Thursday,8.0,424.0,32.0,1.0,0.385227272727,-0.414682539683,0.435466349889
15079,lifestyle,Thursday,9.0,298.0,13.0,10.0,0.29025974026,-0.44837962963,0.614822831489
15080,business,Thursday,9.0,198.0,5.0,1.0,0.418783068783,-0.166666666667,0.470054945055
15081,tech,Thursday,10.0,247.0,7.0,1.0,0.362373737374,0.0,0.590616420616
15082,tech,Thursday,10.0,1015.0,26.0,8.0,0.379438131313,-0.189551282051,0.465004800394
15083,Entertainment,Thursday,13.0,385.0,20.0,14.0,0.298169191919,-0.16746031746,0.325955988456
15084,Entertainment,Thursday,9.0,491.0,6.0,1.0,0.332933802309,-0.170833333333,0.504278950216
15085,World,Thursday,10.0,323.0,10.0,0.0,0.270649350649,-0.15,0.437573593074
15086,lifestyle,Thursday,8.0,117.0,4.0,0.0,0.32,-0.233333333333,0.318518518519
15087,World,Thursday,11.0,502.0,13.0,1.0,0.394981060606,-0.26875,0.467350928641
15088,business,Thursday,13.0,1945.0,5.0,1.0,0.328980856806,-0.339339133089,0.423717790146
15089,tech,Thursday,12.0,1802.0,30.0,1.0,0.275215349622,-0.306944444444,0.397639628131
15090,socmed,Thursday,10.0,2267.0,71.0,32.0,0.452533904897,-0.232412949154,0.555659811461
15091,World,Thursday,11.0,3125.0,13.0,1.0,0.369743092478,-0.297987528345,0.438404697901
15092,business,Thursday,9.0,394.0,13.0,1.0,0.411726448155,-0.261111111111,0.420476190476
15093,business,Thursday,12.0,93.0,5.0,1.0,0.375,-0.2,0.411111111111
15094,tech,Thursday,6.0,176.0,6.0,1.0,0.320303030303,-0.05,0.516035353535
15095,World,Thursday,11.0,765.0,39.0,1.0,0.363213770357,-0.254166666667,0.451528349699
15096,lifestyle,Thursday,12.0,275.0,4.0,0.0,0.449487179487,-0.346777777778,0.529425287356
15097,lifestyle,Thursday,12.0,252.0,15.0,0.0,0.400946969697,-0.383333333333,0.506848484848
15098,tech,Thursday,12.0,2440.0,17.0,13.0,0.414664942104,-0.264435394041,0.510723056564
15099,Entertainment,Thursday,8.0,380.0,3.0,1.0,0.393764172336,-0.430833333333,0.529264069264
15100,Entertainment,Thursday,14.0,257.0,16.0,9.0,0.384786641929,-0.272222222222,0.390463458111
15101,Entertainment,Thursday,12.0,4514.0,116.0,50.0,0.37093702387,-0.310584733894,0.48008828363
15102,tech,Thursday,10.0,154.0,5.0,1.0,0.270914502165,-0.163888888889,0.412895437895
15103,tech,Thursday,12.0,128.0,6.0,1.0,0.308333333333,-0.1,0.384615384615
15104,World,Thursday,9.0,425.0,14.0,1.0,0.470833333333,-0.122268907563,0.341718426501
15105,Entertainment,Thursday,13.0,752.0,18.0,15.0,0.358248635423,-0.219123931624,0.430431347836
15106,tech,Thursday,14.0,1126.0,8.0,1.0,0.329505967006,-0.260984848485,0.480733942928
15107,business,Thursday,5.0,172.0,7.0,1.0,0.318943001443,-0.2,0.348866819455
15108,socmed,Thursday,12.0,436.0,11.0,1.0,0.275559163059,-0.158333333333,0.38954782197
15109,business,Thursday,11.0,516.0,14.0,11.0,0.275871212121,-0.22925170068,0.364055023923
15110,tech,Thursday,7.0,241.0,5.0,1.0,0.250108225108,-0.2,0.432744859307
15111,socmed,Thursday,6.0,879.0,48.0,1.0,0.359615384615,-0.379166666667,0.551008326828
15112,tech,Thursday,6.0,534.0,7.0,8.0,0.356643356643,-0.389583333333,0.430638528139
15113,lifestyle,Thursday,9.0,957.0,9.0,21.0,0.37132034632,-0.369436813187,0.474261463845
15114,business,Thursday,13.0,95.0,7.0,0.0,0.431628787879,-0.4125,0.520867768595
15115,business,Thursday,11.0,234.0,5.0,1.0,0.379252525253,-0.224074074074,0.36556998557
15116,lifestyle,Friday,14.0,199.0,4.0,0.0,0.31,-0.263888888889,0.540111111111
15117,lifestyle,Friday,12.0,378.0,22.0,0.0,0.460160427807,-0.307986111111,0.616732136177
15118,business,Friday,9.0,927.0,19.0,1.0,0.26696090368,-0.259259259259,0.404271446406
15119,lifestyle,Friday,12.0,312.0,6.0,10.0,0.414787878788,-0.45,0.622017045455
15120,World,Friday,11.0,566.0,14.0,1.0,0.309068181818,-0.227655677656,0.39277078824
15121,lifestyle,Friday,8.0,355.0,8.0,0.0,0.326033057851,-0.253108465608,0.351175213675
15122,business,Friday,11.0,277.0,8.0,1.0,0.272222222222,-0.4,0.279444444444
15123,World,Friday,11.0,463.0,9.0,1.0,0.233001893939,-0.163888888889,0.445003367003
15124,business,Friday,12.0,647.0,6.0,1.0,0.295995670996,-0.360616987179,0.379921236171
15125,tech,Friday,11.0,733.0,21.0,1.0,0.373075139147,-0.270965608466,0.412123432123
15126,tech,Friday,12.0,302.0,6.0,1.0,0.309107142857,-0.28125,0.487811059908
15127,lifestyle,Friday,12.0,309.0,45.0,20.0,0.317938311688,-0.55,0.492857142857
15128,lifestyle,Friday,8.0,289.0,13.0,11.0,0.468859649123,-0.431111111111,0.59923574368
15129,lifestyle,Friday,12.0,280.0,8.0,20.0,0.441785714286,-0.346428571429,0.409340659341
15130,socmed,Friday,8.0,109.0,5.0,1.0,0.514285714286,-0.35,0.559090909091
15131,lifestyle,Friday,12.0,423.0,18.0,14.0,0.379201101928,-0.292916666667,0.588008658009
15132,tech,Friday,12.0,675.0,7.0,18.0,0.296324675325,-0.304220779221,0.487704692427
15133,business,Friday,10.0,760.0,7.0,1.0,0.354768668831,-0.201736111111,0.384658008658
15134,business,Friday,11.0,121.0,4.0,0.0,0.255681818182,0.0,0.323553719008
15135,lifestyle,Friday,12.0,667.0,12.0,0.0,0.434420289855,-0.367708333333,0.579791666667
15136,tech,Friday,9.0,248.0,6.0,1.0,0.307272727273,-0.135185185185,0.375721500722
15137,business,Friday,10.0,526.0,7.0,1.0,0.321606060606,-0.265277777778,0.357679555293
15138,tech,Friday,9.0,687.0,15.0,5.0,0.344516594517,-0.171448412698,0.428288133435
15139,World,Friday,13.0,114.0,7.0,0.0,0.443333333333,0.0,0.333333333333
15140,World,Friday,14.0,615.0,6.0,1.0,0.244244471744,-0.207142857143,0.401239177489
15141,World,Friday,9.0,973.0,23.0,1.0,0.299082934609,-0.175,0.371715426151
15142,World,Friday,11.0,381.0,4.0,1.0,0.366738816739,-0.321666666667,0.516898801681
15143,lifestyle,Friday,14.0,126.0,9.0,6.0,0.8,-0.275,0.534722222222
15144,socmed,Friday,13.0,311.0,7.0,1.0,0.393522727273,-0.1,0.408842975207
15145,socmed,Friday,8.0,858.0,18.0,1.0,0.387866300366,-0.194480519481,0.536836343733
15146,Entertainment,Friday,13.0,3702.0,118.0,51.0,0.393236350213,-0.318552235709,0.48031396587
15147,lifestyle,Friday,7.0,165.0,4.0,0.0,0.321590909091,-0.152083333333,0.425267379679
15148,tech,Friday,11.0,825.0,9.0,1.0,0.33678386654,-0.197916666667,0.425111345111
15149,business,Friday,8.0,181.0,10.0,1.0,0.31038961039,-0.2,0.40710955711
15150,lifestyle,Friday,12.0,1151.0,21.0,11.0,0.313941558442,-0.24681372549,0.421610235003
15151,business,Friday,11.0,471.0,11.0,1.0,0.350666666667,-0.407760141093,0.492155777039
15152,socmed,Friday,11.0,559.0,6.0,7.0,0.287894248609,-0.119642857143,0.373956197311
15153,lifestyle,Friday,10.0,334.0,25.0,10.0,0.43,-0.34375,0.669230769231
15154,tech,Saturday,11.0,400.0,11.0,0.0,0.385158730159,-0.141666666667,0.462980030722
15155,Entertainment,Saturday,8.0,651.0,5.0,6.0,0.417611963794,-0.319191919192,0.563851352586
15156,tech,Saturday,8.0,157.0,10.0,0.0,0.371717171717,-0.1,0.462878787879
15157,lifestyle,Saturday,7.0,128.0,6.0,0.0,0.225162337662,-1.0,0.414646464646
15158,Entertainment,Saturday,11.0,681.0,21.0,14.0,0.308560606061,-0.382175925926,0.458286362164
15159,Entertainment,Saturday,10.0,540.0,6.0,0.0,0.432905844156,-0.159981684982,0.492741088699
15160,socmed,Saturday,10.0,765.0,12.0,1.0,0.349930735931,-0.447976190476,0.511373703816
15161,Entertainment,Saturday,13.0,676.0,26.0,15.0,0.321294714058,-0.438541666667,0.557964484495
15162,lifestyle,Saturday,10.0,278.0,14.0,0.0,0.441666666667,-0.419246031746,0.554594017094
15163,business,Saturday,9.0,1461.0,27.0,11.0,0.342404858823,-0.248611111111,0.436464392812
15164,lifestyle,Saturday,8.0,228.0,7.0,12.0,0.446666666667,-0.458333333333,0.543137254902
15165,socmed,Saturday,9.0,790.0,10.0,15.0,0.451270772239,-0.279166666667,0.453769119769
15167,business,Saturday,10.0,1007.0,16.0,1.0,0.359767868186,-0.2331232493,0.467327896822
15168,tech,Saturday,11.0,640.0,23.0,17.0,0.426177592249,-0.176666666667,0.499391004476
15169,lifestyle,Saturday,11.0,649.0,14.0,9.0,0.483333333333,-0.300595238095,0.49415954416
15170,Entertainment,Saturday,13.0,267.0,16.0,13.0,0.250757575758,-0.3125,0.350757575758
15171,business,Saturday,9.0,583.0,11.0,1.0,0.398674242424,-0.208974358974,0.40547455689
15172,lifestyle,Saturday,10.0,278.0,18.0,14.0,0.417857142857,-0.275,0.535294117647
15173,tech,Saturday,9.0,746.0,13.0,0.0,0.352520597682,-0.186363636364,0.456023287058
15174,tech,Saturday,6.0,812.0,28.0,11.0,0.382303030303,-0.346666666667,0.491249298541
15175,socmed,Saturday,9.0,1287.0,49.0,11.0,0.400035631036,-0.372321428571,0.599506613757
15176,World,Saturday,12.0,772.0,21.0,8.0,0.409600468975,-0.172023809524,0.479247283329
15177,World,Sunday,7.0,611.0,6.0,1.0,0.266989177489,-0.205952380952,0.486481643357
15178,tech,Sunday,11.0,729.0,7.0,15.0,0.366068580542,-0.205208333333,0.496572280179
15179,World,Sunday,10.0,355.0,10.0,1.0,0.34948433919,-0.151388888889,0.377002164502
15180,Entertainment,Sunday,9.0,1560.0,16.0,11.0,0.316548089592,-0.270601851852,0.418840847499
15181,lifestyle,Sunday,6.0,352.0,22.0,11.0,0.412037037037,-0.45,0.53141025641
15182,tech,Sunday,8.0,891.0,32.0,1.0,0.41099843419,-0.332051282051,0.469484809485
15183,socmed,Sunday,7.0,1871.0,21.0,1.0,0.32303386654,-0.192314814815,0.413658818506
15184,lifestyle,Sunday,13.0,279.0,11.0,29.0,0.300505050505,-0.233333333333,0.495454545455
15186,business,Sunday,8.0,974.0,12.0,1.0,0.400265643447,-0.229017857143,0.511718374218
15187,World,Sunday,12.0,192.0,8.0,1.0,0.309090909091,0.0,0.370615243343
15188,tech,Sunday,11.0,318.0,3.0,0.0,0.325833333333,-0.222916666667,0.431780538302
15189,business,Sunday,10.0,830.0,19.0,1.0,0.374349376114,-0.35,0.370980439314
15190,Entertainment,Sunday,8.0,435.0,9.0,1.0,0.433522727273,-0.4125,0.473625140292
15191,Entertainment,Sunday,9.0,166.0,3.0,1.0,0.397272727273,-0.125,0.421428571429
15192,business,Sunday,10.0,826.0,11.0,1.0,0.463354037267,-0.312142857143,0.475815696649
15193,tech,Sunday,11.0,660.0,19.0,8.0,0.312272727273,-0.217361111111,0.424602335649
15194,tech,Sunday,9.0,264.0,9.0,1.0,0.272727272727,-0.149242424242,0.301486013986
15195,World,Sunday,10.0,273.0,8.0,1.0,0.282045454545,-0.354166666667,0.44320855615
15196,business,Sunday,10.0,291.0,3.0,1.0,0.32696969697,-0.08125,0.414690382082
15197,lifestyle,Sunday,14.0,413.0,6.0,17.0,0.320873917749,-0.238333333333,0.429138790502
15198,lifestyle,Sunday,9.0,128.0,3.0,9.0,0.55505952381,0.0,0.799603174603
15199,lifestyle,Sunday,9.0,155.0,15.0,12.0,0.247727272727,-0.571450617284,0.645138888889
15200,Entertainment,Sunday,9.0,178.0,3.0,1.0,0.326623376623,0.0,0.350595238095
15201,World,Sunday,10.0,456.0,14.0,1.0,0.315426997245,-0.221666666667,0.431721056721
15202,lifestyle,Sunday,11.0,259.0,11.0,1.0,0.344642857143,-0.341666666667,0.486587301587
15203,lifestyle,Sunday,13.0,122.0,6.0,0.0,0.407272727273,-0.4,0.536363636364
15204,lifestyle,Sunday,10.0,2071.0,14.0,1.0,0.401026392962,-0.229894179894,0.429653875714
15205,lifestyle,Sunday,10.0,318.0,16.0,0.0,0.333333333333,-0.242261904762,0.468015873016
15206,socmed,Sunday,12.0,160.0,3.0,0.0,0.417708333333,-0.23125,0.4140625
15207,socmed,Sunday,5.0,571.0,4.0,6.0,0.250523088023,-0.22380952381,0.367082060097
15208,lifestyle,Sunday,11.0,160.0,5.0,0.0,0.5,-0.4,0.445454545455
15209,lifestyle,Monday,7.0,187.0,18.0,14.0,0.45,-0.170833333333,0.413775510204
15210,business,Monday,11.0,200.0,5.0,1.0,0.3,-0.168333333333,0.315972222222
15211,business,Monday,15.0,537.0,15.0,1.0,0.398863636364,-0.332142857143,0.445123857624
15212,tech,Monday,11.0,1072.0,13.0,0.0,0.32761758016,-0.279861111111,0.453724555586
15213,tech,Monday,11.0,348.0,6.0,6.0,0.462803030303,-0.361071428571,0.516800015461
15214,business,Monday,12.0,214.0,4.0,1.0,0.323409090909,-0.215625,0.49172979798
15215,business,Monday,12.0,707.0,20.0,13.0,0.363606007813,-0.204814814815,0.491484542394
15216,business,Monday,8.0,502.0,17.0,1.0,0.233139393939,-0.173538011696,0.327170721998
15217,tech,Monday,14.0,233.0,12.0,0.0,0.354545454545,-0.2,0.419607843137
15218,business,Monday,10.0,355.0,3.0,1.0,0.299573112073,-0.217708333333,0.470588023088
15219,lifestyle,Monday,8.0,131.0,4.0,0.0,0.45,-0.37037037037,0.373456790123
15220,Entertainment,Monday,9.0,938.0,12.0,20.0,0.481026290782,-0.463043478261,0.485182079825
15221,lifestyle,Monday,12.0,231.0,17.0,0.0,0.483333333333,-0.2625,0.662878787879
15222,lifestyle,Monday,8.0,288.0,13.0,13.0,0.295670995671,-0.614393939394,0.606930272109
15223,Entertainment,Monday,11.0,362.0,16.0,10.0,0.326370851371,-0.475,0.639431401931
15224,tech,Monday,12.0,787.0,8.0,1.0,0.348085585586,-0.226325757576,0.419662447257
15225,lifestyle,Monday,14.0,535.0,10.0,1.0,0.362101370851,-0.273511904762,0.520976154993
15226,lifestyle,Monday,11.0,457.0,9.0,1.0,0.342760942761,-0.175,0.481604278075
15227,lifestyle,Monday,5.0,1982.0,25.0,1.0,0.368600713012,-0.381991452991,0.518232863393
15228,business,Monday,9.0,506.0,9.0,1.0,0.317779356061,-0.186111111111,0.33825510002
15229,socmed,Monday,9.0,342.0,10.0,1.0,0.516262246525,-0.125,0.519748505463
15230,lifestyle,Monday,9.0,334.0,18.0,11.0,0.372603586889,-0.485294117647,0.720154845155
15231,business,Monday,7.0,540.0,14.0,1.0,0.27179576376,-0.267361111111,0.496364096896
15232,tech,Monday,6.0,159.0,4.0,1.0,0.334343434343,0.0,0.442803030303
15233,business,Monday,8.0,110.0,9.0,1.0,0.29,-0.1,0.514285714286
15234,tech,Monday,12.0,571.0,9.0,1.0,0.372810421286,-0.204166666667,0.453901552992
15235,lifestyle,Monday,11.0,225.0,5.0,25.0,0.392592592593,-1.0,0.516666666667
15236,lifestyle,Monday,9.0,448.0,33.0,12.0,0.42803030303,-0.326785714286,0.532794117647
15237,Entertainment,Monday,12.0,325.0,17.0,12.0,0.435416666667,-0.298148148148,0.491228070175
15238,World,Monday,13.0,233.0,4.0,0.0,0.404761904762,-0.2,0.395357142857
15239,lifestyle,Monday,11.0,167.0,5.0,0.0,0.554583333333,-0.338888888889,0.659259259259
15240,tech,Monday,10.0,190.0,3.0,1.0,0.445238095238,-0.15,0.362797619048
15241,tech,Monday,12.0,506.0,5.0,1.0,0.366226302433,-0.359523809524,0.532225314368
15242,socmed,Monday,7.0,849.0,75.0,1.0,0.357774621212,-0.181701940035,0.481800745551
15243,Entertainment,Monday,12.0,168.0,3.0,1.0,0.542307692308,-0.375,0.465
15244,Entertainment,Monday,10.0,1033.0,7.0,1.0,0.476728429616,-0.43869047619,0.468528666455
15245,Entertainment,Monday,9.0,427.0,14.0,0.0,0.457671957672,-0.42380952381,0.382022084196
15246,Entertainment,Monday,12.0,290.0,8.0,0.0,0.394646464646,-0.196031746032,0.489070707071
15247,tech,Monday,15.0,114.0,8.0,0.0,0.361174242424,-0.166666666667,0.390442890443
15248,Entertainment,Monday,12.0,593.0,20.0,15.0,0.35708041958,-0.331349206349,0.491928420417
15249,lifestyle,Monday,7.0,963.0,14.0,1.0,0.454275342713,-0.321212121212,0.57718731432
15250,World,Monday,9.0,638.0,12.0,0.0,0.466666666667,-0.183333333333,0.401900584795
15251,Entertainment,Monday,9.0,827.0,5.0,6.0,0.40592373313,-0.315708812261,0.537654607297
15252,tech,Monday,11.0,2208.0,7.0,8.0,0.431165518155,-0.28446969697,0.481426390147
15253,World,Monday,12.0,951.0,16.0,1.0,0.274910327767,-0.248611111111,0.487776763167
15254,Entertainment,Monday,11.0,334.0,18.0,0.0,0.542,-0.277777777778,0.471608187135
15255,lifestyle,Monday,11.0,335.0,19.0,10.0,0.530357142857,-0.209375,0.557428571429
15256,lifestyle,Monday,11.0,708.0,4.0,1.0,0.366137566138,-0.234722222222,0.385347409404
15257,tech,Monday,9.0,422.0,3.0,13.0,0.433566433566,-0.145,0.425368949233
15258,tech,Monday,11.0,259.0,2.0,1.0,0.361661255411,0.0,0.434338280767
15259,business,Monday,9.0,237.0,9.0,1.0,0.175,-0.2,0.288888888889
15260,lifestyle,Monday,13.0,320.0,5.0,0.0,0.466666666667,-0.462301587302,0.629885057471
15261,lifestyle,Monday,9.0,110.0,3.0,0.0,0.287272727273,-0.291666666667,0.552380952381
15262,lifestyle,Monday,12.0,309.0,7.0,0.0,0.209595959596,-0.226851851852,0.332042648709
15263,Entertainment,Monday,11.0,429.0,22.0,11.0,0.352941176471,-0.214636752137,0.440818070818
15264,business,Monday,11.0,345.0,6.0,1.0,0.32037037037,-0.186111111111,0.43869047619
15265,World,Monday,9.0,629.0,14.0,1.0,0.327552218615,-0.314583333333,0.434465081487
15266,business,Monday,11.0,797.0,10.0,1.0,0.350916860917,-0.212191358025,0.415091540404
15267,lifestyle,Monday,10.0,344.0,4.0,0.0,0.468571428571,-0.352611111111,0.553888888889
15268,World,Monday,9.0,589.0,5.0,1.0,0.158461538462,-0.308333333333,0.278385416667
15269,lifestyle,Monday,12.0,407.0,21.0,0.0,0.38876167692,-0.370138888889,0.562464546947
15270,tech,Monday,11.0,1544.0,29.0,13.0,0.373488517133,-0.155555555556,0.404689556475
15271,business,Monday,10.0,533.0,3.0,1.0,0.285033716284,-0.275,0.422931869718
15272,business,Monday,9.0,474.0,6.0,1.0,0.353737373737,-0.1925,0.348962842713
15273,Entertainment,Monday,8.0,516.0,16.0,10.0,0.397727272727,-0.435763888889,0.638888888889
15274,World,Monday,9.0,396.0,18.0,1.0,0.267386363636,-0.229861111111,0.407737531566
15275,Entertainment,Monday,9.0,745.0,6.0,5.0,0.421581890332,-0.320085470085,0.550996514308
15276,Entertainment,Tuesday,10.0,261.0,19.0,13.0,0.391666666667,-0.397222222222,0.566666666667
15277,Entertainment,Tuesday,12.0,535.0,34.0,24.0,0.506577134986,-0.498611111111,0.542148760331
15278,lifestyle,Tuesday,10.0,309.0,29.0,27.0,0.506666666667,-0.2375,0.425490196078
15279,tech,Tuesday,9.0,184.0,8.0,1.0,0.45,-0.152777777778,0.418055555556
15280,tech,Tuesday,10.0,289.0,7.0,1.0,0.365293560606,0.0,0.46321038961
15281,tech,Tuesday,9.0,3664.0,25.0,20.0,0.383049024228,-0.282589285714,0.4815674261
15282,tech,Tuesday,10.0,494.0,15.0,1.0,0.402998737374,-0.29056122449,0.512008381689
15283,tech,Tuesday,6.0,211.0,10.0,1.0,0.312121212121,-0.108333333333,0.451928374656
15284,tech,Tuesday,10.0,821.0,8.0,12.0,0.303193473193,-0.29460978836,0.439378594043
15285,Entertainment,Tuesday,11.0,162.0,6.0,0.0,0.511,-0.194285714286,0.571205357143
15286,Entertainment,Tuesday,9.0,1963.0,1.0,1.0,0.394436178708,-0.285607638889,0.470018001079
15287,lifestyle,Tuesday,10.0,303.0,22.0,15.0,0.410795454545,-0.258611111111,0.443421717172
15288,business,Tuesday,9.0,708.0,8.0,1.0,0.377884848485,-0.175347222222,0.450138641315
15289,tech,Tuesday,13.0,1047.0,13.0,1.0,0.389724949847,-0.215681951793,0.494880833452
15290,lifestyle,Tuesday,11.0,139.0,20.0,13.0,0.5,-0.65,0.64375
15291,Entertainment,Tuesday,13.0,92.0,5.0,0.0,0.533333333333,-0.4,0.604444444444
15292,socmed,Tuesday,12.0,1475.0,36.0,1.0,0.37553909632,-0.263095238095,0.493361057141
15293,socmed,Tuesday,9.0,580.0,10.0,1.0,0.242842215256,-0.216369047619,0.402199467199
15294,tech,Tuesday,14.0,426.0,7.0,1.0,0.390408549784,-0.347916666667,0.577981788327
15295,lifestyle,Tuesday,9.0,153.0,2.0,0.0,0.307671957672,-0.266666666667,0.521933621934
15296,lifestyle,Tuesday,14.0,301.0,5.0,0.0,0.429480519481,-0.329,0.611390257252
15297,socmed,Tuesday,12.0,471.0,7.0,1.0,0.274312246893,-0.220833333333,0.422920195746
15298,Entertainment,Tuesday,11.0,616.0,14.0,12.0,0.369444444444,-0.365873015873,0.440388007055
15299,lifestyle,Tuesday,11.0,380.0,10.0,13.0,0.274761904762,-0.407407407407,0.591402116402
15300,socmed,Tuesday,9.0,532.0,7.0,1.0,0.400505050505,-0.180555555556,0.43242913001
15301,tech,Tuesday,9.0,639.0,9.0,1.0,0.44792984793,-0.270424107143,0.488855179429
15302,socmed,Tuesday,6.0,1273.0,15.0,11.0,0.348605657908,-0.223834325397,0.43255082336
15303,tech,Tuesday,9.0,220.0,4.0,0.0,0.340238095238,-0.569444444444,0.43477443609
15304,socmed,Tuesday,9.0,546.0,5.0,1.0,0.399515151515,-0.125793650794,0.479387279387
15305,lifestyle,Tuesday,9.0,498.0,40.0,11.0,0.396875,-0.3175,0.526543209877
15306,Entertainment,Tuesday,11.0,393.0,19.0,13.0,0.287916666667,-0.308333333333,0.441666666667
15307,tech,Tuesday,9.0,1529.0,28.0,1.0,0.398702686203,-0.229220779221,0.575506115908
15308,tech,Tuesday,14.0,534.0,14.0,1.0,0.317809617918,-0.218055555556,0.384105003524
